"id","result"
"R_9XhjfXDjcchvSiF",1
"R_3x7GgQ7uomYyk4Z",1
"lse     ",1
"mturk   ",1
"pi      ",1
"qccuny  ",1
"tamu    ",1
"osu     ",0.999999999999999
"R_0vzAw1uhXrl3HYF",0.999999999999976
"R_eFHTxfb09aaIYu1",0.999999990449843
"R_b1m4wPk2ZD49OhT",0.999999984236817
"swps    ",0.999999976266647
"luc     ",0.999999964860738
"charles ",0.999999963738409
"ithaca  ",0.999999917576895
"sdsu    ",0.99999975166835
"R_38xRJurCRPdYtxP",0.999997992048505
"R_9trUkiQsSxXwcdf",0.999983339873485
"abington",0.999929420787677
"wpi     ",0.999280184177629
"R_6SdnyUSyMBF0LjL",0.99886427831679
"R_8hKoWepYoJSjfBr",0.998503185797489
"tamuc   ",0.997384254586914
"ufl     ",0.997165176004413
"R_e8KA2KyuDdGa7Rj",0.863750712360853
"R_b15VgWRi3OO8GTr",0.842047187751926
"wku     ",0.78229154804754
"unipd   ",0.517683520482303
"swpson  ",0.439751091889874
"R_6J4mfJ8SsiNiAzH",0.318962916052971
"R_9XNpDt2uKwbNcYl",0.194473850057408
"vcu     ",0.0861957177826582
"tamuon  ",0.015399824776514
"R_9KSXM3BeGiUQ3pX",0.0149673454547438
"conncoll",0.0106995316808309
"R_5gX9gg6o9wan8hf",0.00553134823766007
"brasilia",0.00103094832033693
"help    ",0.000939535500689982
"R_dhUJJWdWK2rfLWR",0.000377119576564389
"R_9oXL1wKLgHV0wy9",0.000245921965344763
"tilburg ",3.20922056458008e-05
"uva     ",4.03441150048347e-06
"oxy     ",5.66919865538531e-07
"msvu    ",4.02188241127644e-07
"R_4Jf3zUJrydSIasB",1.5570076015086e-07
"qccuny2 ",1.88296590577669e-09
"R_ePBRkH3qhhmZczP",2.24655794744998e-10
"wisc    ",2.24108395876881e-11
"R_5gOxDE29u0gvbpP",9.85170054693818e-14
"csun    ",7.77303460891809e-15
"mcdaniel",7.02232106194321e-21
"wl      ",2.07125615303931e-22
"R_0uluna5FaEUzLX7",8.42310968500633e-29
"R_8vLYlGUBrQGm2Ed",3.90447232311135e-30
"R_cI3HJGEveMkJvJX",5.94072562776673e-31
"R_cZwRjPHGzD5F1PL",1.07928249437093e-42
"R_834eeqsBqK5UgPb",1.65874565546969e-45
"R_b7NcYSS2XVZ19sx",2.75031370414779e-46
"laurier ",3.29496591610307e-47
"ku      ",1.14632582793679e-52
"jmu     ",2.390097806248e-63
"R_bNueNo2zueuVjs9",2.04227405290334e-64
"R_d6CakeFzNMcsjY1",7.98210801895857e-66
"R_3z6hazgLG9HqNF3",6.80133214412098e-70
"R_cwHUL1vSza2WkKN",2.08482425243762e-82
"R_5jRnZk1wSlL1WAd",1.94979329077161e-113
"R_3dDn13bLDTS8Em1",4.97588174131276e-123
"R_cMAtB0JKM1wd5Nb",2.3555525495916e-123
"psu     ",2.3357834990746e-223
"R_8ix0y1CxSOLBElT",1.45432046899545e-269
"R_6opw4qQURhqxT3D",0
"R_1KQeAX2cqp2gCEJ",0
"R_42bbGk7FpQyatgh",0
"R_3JEilrqcgWYTOkd",0
"R_3q1OkcSjG1fEFtX",0
